"","SiteId","Site Name","Report Date","Time Period Ending","Time Interval","0 - 520 cm","521 - 660 cm","661 - 1160 cm","1160+ cm","0 - 10 mph","11 - 15 mph","16 - 20 mph","21 - 25 mph","26 - 30 mph","31 - 35 mph","36 - 40 mph","41 - 45 mph","46 - 50 mph","51 - 55 mph","56 - 60 mph","61 - 70 mph","71 - 80 mph","80+ mph","Avg mph","Total Volume","Name","Longitude","Latitude","Status"
"67",6867,30361338,2021-05-01,16:44:00,66,125,3,3,2,0,0,0,13,87,31,1,1,0,0,0,0,0,0,28,133,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"68",6867,30361338,2021-05-01,16:59:00,67,137,5,7,5,0,0,3,15,103,30,2,1,0,0,0,0,0,0,27,154,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"69",6867,30361338,2021-05-01,17:14:00,68,152,3,1,0,0,0,3,20,101,27,3,2,0,0,0,0,0,0,27,156,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"70",6867,30361338,2021-05-01,17:29:00,69,117,6,2,1,0,0,1,11,73,35,6,0,0,0,0,0,0,0,28,126,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"71",6867,30361338,2021-05-01,17:44:00,70,124,3,3,3,0,0,0,15,83,23,9,1,2,0,0,0,0,0,28,133,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"72",6867,30361338,2021-05-01,17:59:00,71,102,2,1,2,0,0,0,2,60,29,12,4,0,0,0,0,0,0,29,107,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"73",6867,30361338,2021-05-01,18:14:00,72,119,3,4,1,0,0,0,15,72,31,8,1,0,0,0,0,0,0,28,127,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"74",6867,30361338,2021-05-01,18:29:00,73,125,1,6,1,0,0,0,6,57,51,13,4,2,0,0,0,0,0,30,133,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"75",6867,30361338,2021-05-01,18:44:00,74,92,2,0,3,0,0,0,14,54,27,2,0,0,0,0,0,0,0,27,97,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"76",6867,30361338,2021-05-01,18:59:00,75,83,3,1,2,0,0,0,6,51,20,6,5,1,0,0,0,0,0,29,89,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"77",6867,30361338,2021-05-01,19:14:00,76,77,2,1,1,0,0,1,6,47,21,3,2,1,0,0,0,0,0,28,81,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"78",6867,30361338,2021-05-01,19:29:00,77,65,1,3,1,0,0,0,5,37,26,2,0,0,0,0,0,0,0,28,70,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"79",6867,30361338,2021-05-01,19:44:00,78,71,3,1,0,0,0,0,5,42,20,6,1,1,0,0,0,0,0,29,75,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"80",6867,30361338,2021-05-01,19:59:00,79,48,3,0,1,0,0,0,1,32,16,2,0,1,0,0,0,0,0,29,52,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"81",6867,30361338,2021-05-01,20:14:00,80,62,1,2,0,0,0,0,1,27,24,8,2,1,2,0,0,0,0,31,65,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"82",6867,30361338,2021-05-01,20:29:00,81,37,1,0,2,0,0,0,1,21,14,4,0,0,0,0,0,0,0,29,40,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"83",6867,30361338,2021-05-01,20:44:00,82,46,1,1,1,0,0,0,0,29,12,8,0,0,0,0,0,0,0,29,49,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"84",6867,30361338,2021-05-01,20:59:00,83,41,0,1,0,0,0,0,4,23,13,2,0,0,0,0,0,0,0,28,42,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"85",6867,30361338,2021-05-01,21:14:00,84,39,0,0,0,0,0,0,1,17,15,4,2,0,0,0,0,0,0,30,39,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"86",6867,30361338,2021-05-01,21:29:00,85,30,2,2,1,0,0,1,0,13,13,5,0,3,0,0,0,0,0,31,35,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
